student_id	year	college	major
4813	2022	Silliman College	Undeclared
4814	2021	Davenport College	Undeclared
4815	2022	Silliman College	Undeclared
4816	2021	Grace Hopper College	Undeclared
4817	2022	Trumbull College	Undeclared
4818	2022	Ezra Stiles College	Undeclared
4819	2020	Berkeley College	Global Affairs
4820	2020	Berkeley College	Film and Media Studies
4821	2022	Silliman College	Undeclared
4822	2021	Grace Hopper College	Political Science
4823	2020	Berkeley College	History
4824	2020	Davenport College	Psychology
4825	2022	Morse College	Undeclared
4826	2021	Saybrook College	History
4827	2021	Benjamin Franklin College	Undeclared
4828	2019	Pierson College	History
4829	2021	Davenport College	Undeclared
4830	2019	Jonathan Edwards College	Environmental Studies
4831	2019	Pierson College	Molecular,Cellular,Dev Biology
4832	2019	Morse College	Electrical Engineering
4833	2020	Pierson College	History
4834	2021	Pauli Murray College	Statistics and Data Science
4835	2022	Berkeley College	Undeclared
4836	2019	Branford College	Economics
4837	2020	Branford College	Computer Science
4838	2022	Morse College	Undeclared
4839	2020	Timothy Dwight College	History
4840	2021	Pauli Murray College	Undeclared
4841	2022	Grace Hopper College	Undeclared
4842	2020	Grace Hopper College	History
4843	2020	Grace Hopper College	Molecular Biophysics & Biochem
4844	2019	Timothy Dwight College	Economics
4845	2022	Saybrook College	Undeclared
4846	2020	Morse College	Sociology
4847	2020	Silliman College	Linguistics
4848	2021	Branford College	Undeclared
4849	2020	Davenport College	Physics
4850	2022	Pauli Murray College	Undeclared
4851	2021	Benjamin Franklin College	Undeclared
4852	2021	Ezra Stiles College	Undeclared
4853	2021	Trumbull College	Molecular,Cellular,Dev Biology
4854	2020	Grace Hopper College	East Asian Studies
4855	2020	Silliman College	History
4856	2021	Morse College	Undeclared
4857	2020	Branford College	Molecular,Cellular,Dev Biology
4858	2020	Jonathan Edwards College	Environmental Studies
4859	2019	Saybrook College	History
4860	2019	Pauli Murray College	Near Eastern Languages & Civs
4861	2020	Silliman College	Economics
4862	2019	Grace Hopper College	Political Science
4863	2022	Silliman College	Undeclared
4864	2021	Jonathan Edwards College	Applied Mathematics
4865	2020	Pierson College	Computing and the Arts
4866	2022	Silliman College	Undeclared
4867	2022	Pauli Murray College	Electrical Engineering
4868	2020	Jonathan Edwards College	Computer Science
4869	2022	Grace Hopper College	Undeclared
4870	2019	Branford College	Computer Science & Psychology
4871	2020	Morse College	Molecular Biophysics & Biochem
4872	2020	Benjamin Franklin College	Physics (Int.)
4873	2022	Ezra Stiles College	Undeclared
4874	2020	Berkeley College	Political Science
4875	2019	Silliman College	Computer Science
4876	2021	Morse College	Undeclared
4877	2020	Pauli Murray College	Ecology & Evolutionary Biology
4878	2021	Pierson College	Undeclared
4879	2021	Silliman College	Psychology
4880	2019	Berkeley College	American Studies
4881	2022	Benjamin Franklin College	Undeclared
4882	2021	Silliman College	Undeclared
4883	2020	Saybrook College	Psychology
4884	2022	Saybrook College	Undeclared
4885	2019	Pauli Murray College	History
4886	2020	Saybrook College	Linguistics
4887	2019	Morse College	Ethnicity, Race & Migration
4888	2019	Grace Hopper College	Economics
4889	2022	Davenport College	Undeclared
4890	2022	Branford College	Undeclared
4891	2022	Saybrook College	Undeclared
4892	2019	Trumbull College	English
4893	2019	Benjamin Franklin College	Molecular,Cellular,Dev Biology
4894	2019	Davenport College	Applied Mathematics
4895	2021	Morse College	Undeclared
4896	2022	Saybrook College	Undeclared
4897	2020	Pauli Murray College	Global Affairs
4898	2019	Trumbull College	History
4899	2020	Morse College	Psychology
4900	2021	Branford College	Psychology
4901	2021	Trumbull College	Elec.Engineering/Computer Sci
4902	2022	Pierson College	Undeclared
4903	2020	Jonathan Edwards College	Cognitive Science
4904	2022	Branford College	Undeclared
4905	2020	Pierson College	History
4906	2020	Timothy Dwight College	English
4907	2022	Saybrook College	Undeclared
4908	2020	Pierson College	Global Affairs
4909	2019	Branford College	Architecture
4910	None	Davenport College	Visiting International Program
4911	2021	Jonathan Edwards College	Undeclared
4912	2019	Timothy Dwight College	Molecular Biophysics & Biochem
4913	2019	Jonathan Edwards College	Political Science
4914	2019	Jonathan Edwards College	Sociology
4915	2019	Saybrook College	Economics
4916	2022	Davenport College	Undeclared
4917	2019	Grace Hopper College	Chemistry
4918	2019	Saybrook College	History
4919	2020	Timothy Dwight College	American Studies
4920	2022	Benjamin Franklin College	Undeclared
4921	2022	Grace Hopper College	Undeclared
4922	2021	Benjamin Franklin College	Political Science
4923	2022	Grace Hopper College	Undeclared
4924	2021	Davenport College	Undeclared
4925	2022	Pauli Murray College	Undeclared
4926	2020	Jonathan Edwards College	Economics
4927	2020	Pierson College	Neuroscience
4928	2019	Timothy Dwight College	Economics
4929	2019	Saybrook College	Ethics,Politics & Economics
4930	2019	Saybrook College	Biomedical Engineering
4931	2021	Timothy Dwight College	Political Science
4932	2021	Saybrook College	Mathematics & Physics
4933	2022	Berkeley College	Undeclared
4934	2019	Trumbull College	History
4935	2020	Silliman College	English
4936	2020	Saybrook College	Mechanical Engineering
4937	2021	Silliman College	Undeclared
4938	2020	Morse College	Computer Science
4939	2020	Jonathan Edwards College	Computer Science
4940	2019	Branford College	Biomedical Engineering
4941	2021	Berkeley College	Undeclared
4942	2021	Jonathan Edwards College	Undeclared
4943	2022	Pierson College	Undeclared
4944	2019	Branford College	Elec.Engineering/Computer Sci
4945	2022	Benjamin Franklin College	Undeclared
4946	2021	Timothy Dwight College	Undeclared
4947	2020	Morse College	Economics
4948	2020	Silliman College	Statistics and Data Science
4949	2021	Benjamin Franklin College	History
4950	2021	Silliman College	Undeclared
4951	2022	Jonathan Edwards College	Undeclared
4952	2019	Branford College	Mechanical Engineering
4953	2022	Trumbull College	Undeclared
4954	2019	Timothy Dwight College	Molecular Biophysics & Biochem
4955	2021	Branford College	Undeclared
4956	2019	Morse College	Computer Science
4957	2022	Jonathan Edwards College	Undeclared
4958	2022	Branford College	Undeclared
4959	2021	Silliman College	History
4960	2022	Branford College	Undeclared
4961	2022	Ezra Stiles College	Undeclared
4962	2021	Pauli Murray College	Undeclared
4963	2020	Benjamin Franklin College	Mechanical Engineering
4964	2019	Jonathan Edwards College	Elec.Engineering/Computer Sci
4965	2022	Berkeley College	Undeclared
4966	2020	Silliman College	Neuroscience
4967	2020	Ezra Stiles College	Art
4968	2022	Benjamin Franklin College	Undeclared
4969	2022	Davenport College	Undeclared
4970	2020	Morse College	Computer Science
4971	2020	Timothy Dwight College	History
4972	2020	Silliman College	Economics
4973	2019	Benjamin Franklin College	Physics
4974	2022	Timothy Dwight College	Undeclared
4975	2020	Benjamin Franklin College	Mechanical Engineering
4976	2022	Silliman College	Undeclared
4977	2021	Silliman College	Linguistics
4978	2019	Saybrook College	Physics
4979	2022	Ezra Stiles College	English
4980	2019	Timothy Dwight College	History
4981	2019	Morse College	American Studies
4982	2019	Grace Hopper College	Political Science
4983	2020	Jonathan Edwards College	Economics
4984	2022	Grace Hopper College	Undeclared
4985	2019	Jonathan Edwards College	Film and Media Studies
4986	2019	Branford College	Neuroscience
4987	2022	Morse College	Undeclared
4988	2022	Branford College	Undeclared
4989	2021	Davenport College	Undeclared
4990	2019	Ezra Stiles College	Chemistry (Int.)
4991	2019	Trumbull College	Global Affairs
4992	2021	Benjamin Franklin College	Undeclared
4993	2021	Branford College	Molecular,Cellular,Dev Biology
4994	2021	Jonathan Edwards College	Psychology
4995	2019	Davenport College	History Science, Medicine & PH
4996	2019	Ezra Stiles College	Computer Science
4997	2020	Berkeley College	Applied Mathematics
4998	2022	Berkeley College	Undeclared
4999	2022	Trumbull College	Undeclared
5000	2020	Grace Hopper College	Computer Science
5001	2020	Davenport College	Global Affairs
5002	2019	Ezra Stiles College	Molecular,Cellular,Dev Biology
5003	2022	Pierson College	Undeclared
5004	2022	Saybrook College	Undeclared
5005	2019	Benjamin Franklin College	Economics
5006	2019	Jonathan Edwards College	English
5007	2020	Saybrook College	Computer Science
5008	2022	Trumbull College	Undeclared
5009	2019	Morse College	Literature
5010	2021	Trumbull College	History
5011	None	Benjamin Franklin College	Visiting International Program
5012	2021	Jonathan Edwards College	Undeclared
5013	2022	Davenport College	Undeclared
5014	2020	Jonathan Edwards College	History
5015	2022	Pauli Murray College	Undeclared
5016	2019	Pierson College	Literature
5017	2021	Berkeley College	American Studies
5018	2019	Silliman College	Mathematics
5019	2021	Trumbull College	Chemical Engineering
5020	2019	Grace Hopper College	Ecology & Evolutionary Biology
5021	2021	Branford College	Music
5022	2022	Davenport College	Undeclared
5023	2019	Silliman College	Economics
5024	2021	Branford College	Undeclared
5025	2020	Berkeley College	Ethics,Politics & Economics
5026	None	Silliman College	Sociology (Int.)
5027	2021	Pierson College	Psychology
5028	2021	Grace Hopper College	Undeclared
5029	2022	Silliman College	Women'sGender&SexualityStudies;
5030	2019	Berkeley College	Applied Mathematics
5031	2020	Branford College	Computer Science
5032	2019	Trumbull College	Astrophysics
5033	2020	Berkeley College	Economics
5034	2019	Grace Hopper College	African American Studies
5035	2022	Berkeley College	Undeclared
5036	2019	Davenport College	Music (Int.)
5037	2021	Silliman College	Undeclared
5038	2021	Morse College	Biomedical Engineering
5039	2022	Benjamin Franklin College	Undeclared
5040	2022	Saybrook College	Undeclared
5041	2020	Grace Hopper College	Molecular,Cellular,Dev Biology
5042	2019	Davenport College	Mechanical Engineering
5043	2022	Benjamin Franklin College	Undeclared
5044	2020	Pauli Murray College	Neuroscience
5045	2021	Morse College	Undeclared
5046	2022	Jonathan Edwards College	Undeclared
5047	2021	Grace Hopper College	Computer Science
5048	2019	Pauli Murray College	History
5049	2022	Branford College	Undeclared
5050	2021	Saybrook College	Physics (Int.)
5051	2019	Ezra Stiles College	Humanities
5052	2021	Benjamin Franklin College	History
5053	2021	Morse College	Computer Science
5054	2021	Saybrook College	Undeclared
5055	2019	Morse College	Economics
5056	2019	Benjamin Franklin College	Molecular,Cellular,Dev Biology
5057	2021	Benjamin Franklin College	Biomedical Engineering
5058	2022	Timothy Dwight College	Undeclared
5059	2022	Pierson College	Undeclared
5060	2019	Pierson College	Applied Mathematics
5061	2021	Benjamin Franklin College	Undeclared
5062	2020	Silliman College	Economics
5063	2022	Pierson College	Undeclared
5064	2021	Silliman College	Computer Science
5065	2020	Morse College	Sociology (Int.)
5066	2022	Benjamin Franklin College	Undeclared
5067	2019	Berkeley College	Molecular,Cellular,Dev Biology
5068	2022	Davenport College	Mechanical Engineering
5069	2021	Saybrook College	Chemistry
5070	2020	Grace Hopper College	Ethics,Politics & Economics
5071	2020	Timothy Dwight College	Chemistry (Int.)
5072	2019	Trumbull College	Political Science
5073	2019	Timothy Dwight College	Art
5074	2019	Ezra Stiles College	Psychology
5075	2021	Saybrook College	Political Science
5076	2022	Pauli Murray College	Undeclared
5077	2022	Branford College	Undeclared
5078	2021	Grace Hopper College	Undeclared
5079	2022	Timothy Dwight College	Undeclared
5080	2022	Pauli Murray College	Undeclared
5081	2020	Morse College	Music
5082	2019	Silliman College	Global Affairs
5083	2022	Benjamin Franklin College	Chemical Engineering
5084	2019	Branford College	English
5085	2021	Pierson College	English
5086	2022	Morse College	Undeclared
5087	2019	Berkeley College	Religious Studies
5088	2019	Saybrook College	American Studies (Int.)
5089	2021	Pauli Murray College	Undeclared
5090	2019	Berkeley College	Chemistry
5091	2020	Pauli Murray College	Political Science
5092	2022	Jonathan Edwards College	Undeclared
5093	2022	Davenport College	Undeclared
5094	2022	Trumbull College	Undeclared
5095	2022	Pierson College	Undeclared
5096	2019	Branford College	Ethnicity, Race & Migration
5097	2020	Berkeley College	American Studies
5098	2022	Saybrook College	Undeclared
5099	2019	Jonathan Edwards College	Economics
5100	2020	Saybrook College	Computer Science
5101	2021	Grace Hopper College	Undeclared
5102	2020	Davenport College	Molecular,Cellular,DevBio(Int)
5103	2020	Benjamin Franklin College	Undeclared
5104	2020	Davenport College	Environmental Studies
5105	2022	Ezra Stiles College	Undeclared
5106	2021	Timothy Dwight College	Undeclared
5107	2019	Morse College	Architecture
5108	2019	Grace Hopper College	Ethics,Politics & Economics
5109	2021	Pierson College	Undeclared
5110	2020	Ezra Stiles College	English
5111	2022	Silliman College	Undeclared
5112	None	Timothy Dwight College	Economics
5113	2020	Silliman College	Political Science
5114	2022	Branford College	Undeclared
5115	2020	Morse College	Anthropology
5116	2020	Ezra Stiles College	Psychology
5117	2021	Benjamin Franklin College	Music
5118	None	Timothy Dwight College	Visiting International Program
5119	2021	Pauli Murray College	History
5120	2019	Pauli Murray College	Molecular,Cellular,DevBio(Int)
5121	2021	Jonathan Edwards College	Undeclared
5122	2022	Ezra Stiles College	Undeclared
5123	2019	Ezra Stiles College	Molecular,Cellular,Dev Biology
5124	2020	Silliman College	Ethics,Politics & Economics
5125	2019	Jonathan Edwards College	Global Affairs
5126	2021	Silliman College	History
5127	2019	Pierson College	English
5128	2022	Pauli Murray College	Undeclared
5129	2022	Pauli Murray College	Undeclared
5130	2021	Jonathan Edwards College	Astrophysics
5131	2020	Morse College	Statistics and Data Science
5132	2022	Ezra Stiles College	Undeclared
5133	2022	Morse College	Undeclared
5134	2021	Benjamin Franklin College	Undeclared
5135	2021	Timothy Dwight College	Undeclared
5136	2019	Berkeley College	Economics
5137	2022	Pierson College	Undeclared
5138	2019	Pierson College	History
5139	2022	Silliman College	Undeclared
5140	2020	Benjamin Franklin College	Molecular,Cellular,Dev Biology
5141	2020	Saybrook College	Statistics and Data Science
5142	2020	Morse College	Molecular,Cellular,Dev Biology
5143	2021	Jonathan Edwards College	Molecular,Cellular,Dev Biology
5144	2022	Jonathan Edwards College	Undeclared
5145	2022	Silliman College	Undeclared
5146	2021	Silliman College	Undeclared
5147	2021	Pauli Murray College	Undeclared
5148	2022	Silliman College	Undeclared
5149	2022	Jonathan Edwards College	Undeclared
5150	2022	Trumbull College	Undeclared
5151	2022	Pauli Murray College	Undeclared
5152	2021	Silliman College	Undeclared
5153	2022	Pauli Murray College	Undeclared
5154	2020	Davenport College	American Studies
5155	2022	Benjamin Franklin College	Undeclared
5156	2022	Silliman College	Undeclared
5157	2021	Grace Hopper College	Undeclared
5158	2022	Berkeley College	Undeclared
5159	2019	Pauli Murray College	Ecology & Evolutionary Biology
5160	2019	Jonathan Edwards College	Global Affairs
5161	2020	Morse College	Chemistry
5162	2020	Timothy Dwight College	Molecular,Cellular,Dev Biology
5163	2021	Berkeley College	Elec.Engineering/Computer Sci
5164	2021	Silliman College	Engineering Science-Mechanical
5165	2021	Ezra Stiles College	Economics & Mathematics
5166	2022	Grace Hopper College	Undeclared
5167	2022	Morse College	Undeclared
5168	2020	Saybrook College	Cognitive Science
5169	2020	Grace Hopper College	Global Affairs
5170	2021	Timothy Dwight College	Economics
5171	2020	Saybrook College	History
5172	2019	Grace Hopper College	Ethics,Politics & Economics
5173	2019	Davenport College	History
5174	2020	Pauli Murray College	Political Science
5175	2020	Pauli Murray College	Biomedical Engineering
5176	2022	Pauli Murray College	Undeclared
5177	2021	Pierson College	English
5178	2019	Trumbull College	Applied Physics
5179	2021	Pierson College	Undeclared
5180	2019	Pierson College	Global Affairs
5181	2021	Timothy Dwight College	Undeclared
5182	2020	Davenport College	Neuroscience
5183	2019	Davenport College	History of Art
5184	2019	Davenport College	Economics
5185	2019	Pauli Murray College	Near Eastern Languages & Civs
5186	2020	Pierson College	Computer Science & Psychology
5187	2021	Morse College	Undeclared
5188	2022	Timothy Dwight College	Undeclared
5189	2020	Berkeley College	Molecular,Cellular,Dev Biology
5190	2021	Branford College	Undeclared
5191	2019	Morse College	Computer Science
5192	2020	Davenport College	Undeclared
5193	2021	Davenport College	Undeclared
5194	2022	Benjamin Franklin College	Undeclared
5195	2022	Berkeley College	Undeclared
5196	2022	Pierson College	Undeclared
5197	2019	Grace Hopper College	Psychology
5198	2021	Pierson College	Political Science
5199	2021	Saybrook College	Undeclared
5200	2021	Timothy Dwight College	Economics
5201	2022	Pauli Murray College	Undeclared
5202	2020	Trumbull College	Undeclared
5203	2021	Ezra Stiles College	Undeclared
5204	2020	Pauli Murray College	Mathematics & Philosophy
5205	2021	Benjamin Franklin College	Undeclared
5206	2019	Ezra Stiles College	Applied Mathematics
5207	2019	Branford College	Ethnicity, Race & Migration
5208	None	Saybrook College	Visiting International Program
5209	2021	Pierson College	Molecular,Cellular,Dev Biology
5210	2020	Morse College	Economics
5211	2021	Grace Hopper College	Electrical Engineering
5212	2022	Pauli Murray College	Undeclared
5213	2021	Benjamin Franklin College	Undeclared
5214	2020	Jonathan Edwards College	Economics
5215	2022	Saybrook College	Undeclared
5216	2022	Benjamin Franklin College	Undeclared
5217	2021	Ezra Stiles College	Economics
5218	2022	Saybrook College	Undeclared
5219	2022	Saybrook College	Undeclared
5220	2020	Pierson College	Global Affairs
5221	2021	Trumbull College	Computer Science
5222	2020	Benjamin Franklin College	Ethics,Politics & Economics
5223	2021	Davenport College	Undeclared
5224	2020	Timothy Dwight College	Linguistics
5225	2021	Trumbull College	Statistics and Data Science
5226	2019	Pierson College	Molecular,Cellular,Dev Biology
5227	2022	Saybrook College	Undeclared
5228	2022	Timothy Dwight College	Undeclared
5229	2021	Branford College	Undeclared
5230	2020	Silliman College	Neuroscience
5231	2021	Ezra Stiles College	Physics (Int.)
5232	2021	Davenport College	Undeclared
5233	2022	Benjamin Franklin College	Undeclared
5234	2022	Grace Hopper College	Undeclared
5235	2019	Saybrook College	English
5236	2019	Saybrook College	Architecture
5237	2019	Timothy Dwight College	Statistics and Data Science
5238	2019	Ezra Stiles College	Physics (Int.)
5239	2019	Jonathan Edwards College	Statistics and Data Science
5240	2020	Timothy Dwight College	Molecular,Cellular,Dev Biology
5241	2019	Grace Hopper College	History
5242	2019	Branford College	Art
5243	2020	Jonathan Edwards College	History Science, Medicine & PH
5244	2021	Berkeley College	History Science, Medicine & PH
5245	2022	Benjamin Franklin College	Undeclared
5246	2021	Pierson College	Electrical Engineering
5247	2021	Pierson College	Mechanical Engineering
5248	2022	Pierson College	Undeclared
5249	2019	Trumbull College	Environmental Engineering
5250	2021	Branford College	Molecular,Cellular,Dev Biology
5251	2022	Branford College	Undeclared
5252	2021	Saybrook College	Elec.Engineering/Computer Sci
5253	2019	Pauli Murray College	Molecular,Cellular,DevBio(Int)
5254	2020	Branford College	Architecture
5255	2021	Ezra Stiles College	Psychology
5256	2019	Berkeley College	Ecology & Evolutionary Biology
5257	2020	Jonathan Edwards College	Economics
5258	2022	Timothy Dwight College	Undeclared
5259	2021	Saybrook College	Undeclared
5260	2020	Benjamin Franklin College	Molecular Biophysics & Biochem
5261	2020	Davenport College	American Studies
5262	2021	Benjamin Franklin College	Undeclared
5263	2020	Grace Hopper College	Molecular,Cellular,Dev Biology
5264	2022	Grace Hopper College	Undeclared
5265	2020	Berkeley College	Computer Science
5266	2019	Silliman College	Molecular,Cellular,Dev Biology
5267	2021	Davenport College	Psychology
5268	2021	Ezra Stiles College	Undeclared
5269	2021	Benjamin Franklin College	Undeclared
5270	2019	Saybrook College	Applied Mathematics
5271	2020	Berkeley College	Ethics,Politics & Economics
5272	2022	Jonathan Edwards College	Undeclared
5273	2022	Davenport College	None
5274	2022	Jonathan Edwards College	Undeclared
5275	2022	Ezra Stiles College	Undeclared
5276	2022	Davenport College	Undeclared
5277	2022	Saybrook College	Undeclared
5278	2019	Timothy Dwight College	Political Science
5279	2021	Benjamin Franklin College	Theater Studies
5280	2021	Saybrook College	English
5281	2021	Morse College	Undeclared
5282	2022	Grace Hopper College	Undeclared
5283	2019	Ezra Stiles College	Anthropology
5284	2022	Ezra Stiles College	Undeclared
5285	2021	Trumbull College	Undeclared
5286	2019	Morse College	Neuroscience
5287	2020	Morse College	Economics
5288	2021	Trumbull College	Undeclared
5289	2022	Ezra Stiles College	Undeclared
5290	2022	Morse College	Undeclared
5291	2020	Jonathan Edwards College	Architecture
5292	2020	Jonathan Edwards College	History Science, Medicine & PH
5293	2019	Trumbull College	Mathematics
5294	2022	Saybrook College	Undeclared
5295	2021	Pierson College	Undeclared
5296	2021	Jonathan Edwards College	Art
5297	2020	Pierson College	Cognitive Science
5298	2019	Jonathan Edwards College	Economics
5299	2020	Morse College	History
5300	2019	Ezra Stiles College	Ethics,Politics & Economics
5301	2020	Pauli Murray College	Global Affairs
5302	2019	Morse College	Sociology
5303	2022	Silliman College	Undeclared
5304	2021	Berkeley College	Undeclared
5305	2022	Branford College	Undeclared
5306	2022	Silliman College	Undeclared
5307	2019	Benjamin Franklin College	Political Science
5308	2021	Pauli Murray College	Computer Science
5309	2019	Davenport College	Ethics,Politics & Economics
5310	2019	Trumbull College	Computer Science
5311	2020	Benjamin Franklin College	History Science, Medicine & PH
5312	2020	Silliman College	English
5313	2021	Silliman College	Mechanical Engineering
5314	2020	Trumbull College	Molecular,Cellular,Dev Biology
5315	2019	Pierson College	Environmental Studies
5316	2019	Pauli Murray College	Environmental Engineering
5317	2019	Trumbull College	Global Affairs
5318	2020	Davenport College	History
5319	2019	Davenport College	Ecology & Evolutionary Biology
5320	2022	Branford College	Undeclared
5321	2022	Branford College	Undeclared
5322	2021	Branford College	Undeclared
5323	2020	Timothy Dwight College	Mathematics & Philosophy
5324	2019	Berkeley College	History
5325	2019	Timothy Dwight College	History
5326	2019	Morse College	Molecular,Cellular,Dev Biology
5327	2022	Grace Hopper College	Undeclared
5328	2020	Morse College	Mechanical Engineering
5329	2021	Benjamin Franklin College	Undeclared
5330	2019	Grace Hopper College	Theater Studies
5331	2020	Branford College	History
5332	2021	Ezra Stiles College	Undeclared
5333	2022	Berkeley College	Undeclared
5334	2021	Pauli Murray College	Undeclared
5335	2022	Jonathan Edwards College	Undeclared
5336	2019	Davenport College	Economics
5337	2021	Silliman College	Undeclared
5338	2019	Davenport College	History Science, Medicine & PH
5339	2022	Grace Hopper College	Undeclared
5340	2019	Silliman College	History Science, Medicine & PH
5341	2019	Morse College	Computing and the Arts
5342	2019	Pauli Murray College	History
5343	2020	Morse College	Molecular,Cellular,Dev Biology
5344	2022	Davenport College	Undeclared
5345	2021	Grace Hopper College	Undeclared
5346	2022	Jonathan Edwards College	Undeclared
5347	2019	Morse College	Political Science
5348	2020	Jonathan Edwards College	Mathematics
5349	2019	Jonathan Edwards College	Computer Science
5350	2022	Trumbull College	Undeclared
5351	2022	Benjamin Franklin College	Undeclared
5352	2020	Timothy Dwight College	History of Art
5353	2019	Pierson College	Environmental Studies
5354	2020	Saybrook College	History
5355	2022	Timothy Dwight College	Undeclared
5356	2021	Timothy Dwight College	Molecular,Cellular,Dev Biology
5357	2022	Pierson College	Undeclared
5358	2021	Davenport College	Undeclared
5359	2020	Branford College	Psychology
5360	2020	Pauli Murray College	Humanities
5361	2022	Grace Hopper College	Undeclared
5362	2022	Benjamin Franklin College	Undeclared
5363	2022	Davenport College	Undeclared
5364	2019	Silliman College	Environmental Studies
5365	2021	Berkeley College	Undeclared
5366	2021	Branford College	Ethnicity, Race & Migration
5367	2019	Grace Hopper College	Global Affairs
5368	2021	Timothy Dwight College	Psychology
5369	2021	Ezra Stiles College	Undeclared
5370	2019	Morse College	History
5371	2022	Ezra Stiles College	Undeclared
5372	None	Silliman College	Undeclared
5373	None	Pauli Murray College	Visiting International Program
5374	2020	Benjamin Franklin College	Political Science
5375	2019	Pauli Murray College	Chemistry
5376	2019	Saybrook College	History
5377	2022	Saybrook College	Undeclared
5378	2020	Branford College	Neuroscience
5379	2020	Trumbull College	Molecular,Cellular,DevBio(Int)
5380	2020	Pierson College	Chemical Engineering
5381	2019	Saybrook College	Political Science
5382	2022	Branford College	Undeclared
5383	2019	Pierson College	History
5384	2020	Benjamin Franklin College	Economics
5385	2019	Saybrook College	Sociology (Int.)
5386	2019	Jonathan Edwards College	Environmental Studies
5387	2019	Timothy Dwight College	Economics
5388	2021	Trumbull College	Computer Science
5389	2020	Silliman College	Elec.Engineering/Computer Sci
5390	2019	Saybrook College	Political Science
5391	2019	Trumbull College	Cognitive Science
5392	2022	Grace Hopper College	Undeclared
5393	2022	Jonathan Edwards College	Undeclared
5394	2021	Jonathan Edwards College	Undeclared
5395	2019	Berkeley College	History
5396	2021	Timothy Dwight College	Undeclared
5397	2022	Ezra Stiles College	Undeclared
5398	2022	Morse College	Undeclared
5399	2021	Berkeley College	Undeclared
5400	2021	Berkeley College	Undeclared
5401	2020	Davenport College	History
5402	2021	Davenport College	Cognitive Science
5403	2021	Morse College	Undeclared
5404	2019	Jonathan Edwards College	Political Science
5405	2020	Saybrook College	Economics
5406	2020	Trumbull College	Physics
5407	2021	Morse College	Statistics and Data Science
5408	2022	Grace Hopper College	Undeclared
5409	2021	Grace Hopper College	Molecular,Cellular,Dev Biology
5410	2019	Trumbull College	Political Science
5411	2021	Timothy Dwight College	Music
5412	2021	Ezra Stiles College	Undeclared
5413	2020	Morse College	American Studies
5414	2020	Branford College	Molecular,Cellular,Dev Biology
5415	2021	Grace Hopper College	Undeclared
5416	2022	Trumbull College	Undeclared
5417	2022	Silliman College	Undeclared
5418	2022	Timothy Dwight College	Undeclared
5419	2022	Branford College	Undeclared
5420	2022	Silliman College	American Studies
5421	2021	Silliman College	Undeclared
5422	2020	Ezra Stiles College	Physics
5423	2022	Saybrook College	Undeclared
5424	2022	Davenport College	Undeclared
5425	2021	Davenport College	Undeclared
5426	2022	Berkeley College	Undeclared
5427	2022	Silliman College	Undeclared
5428	2022	Trumbull College	Undeclared
5429	2022	Davenport College	Computer Science
5430	2022	Pierson College	Undeclared
5431	2022	Morse College	Undeclared
5432	2021	Pierson College	Theater Studies
5433	2021	Benjamin Franklin College	Philosophy
5434	2019	Benjamin Franklin College	Elec.Engineering/Computer Sci
5435	2020	Jonathan Edwards College	Environmental Engineering
5436	2019	Timothy Dwight College	Economics & Mathematics
5437	2019	Saybrook College	English
5438	2022	Saybrook College	Undeclared
5439	2019	Ezra Stiles College	Political Science
5440	2021	Pierson College	Undeclared
5441	2019	Pierson College	Ethics,Politics & Economics
5442	2019	Branford College	Film and Media Studies
5443	2020	Silliman College	History of Art
5444	2021	Branford College	Political Science
5445	2019	Pauli Murray College	Physics (Int.)
5446	2022	Davenport College	Undeclared
5447	2020	Pierson College	Near Eastern Languages & Civs
5448	2020	Silliman College	Economics
5449	2020	Pierson College	Psychology
5450	2019	Timothy Dwight College	History
5451	2022	Trumbull College	Undeclared
5452	2022	Trumbull College	Undeclared
5453	2021	Pauli Murray College	Computer Science
5454	2022	Saybrook College	Undeclared
5455	2019	Benjamin Franklin College	Ecology & Evolutionary Biology
5456	2019	Silliman College	Physics (Int.)
5457	2020	Benjamin Franklin College	Film and Media Studies
5458	2022	Ezra Stiles College	Undeclared
5459	2019	Benjamin Franklin College	Film and Media Studies
5460	2021	Silliman College	Undeclared
5461	2020	Saybrook College	Molecular,Cellular,Dev Biology
5462	2019	Trumbull College	Molecular Biophysics & Biochem
5463	2022	Benjamin Franklin College	Undeclared
5464	2020	Jonathan Edwards College	English
5465	2020	Branford College	American Studies
5466	2021	Saybrook College	Undeclared
5467	2021	Trumbull College	Undeclared
5468	2021	Berkeley College	History Science, Medicine & PH
5469	2021	Trumbull College	Undeclared
5470	2022	Berkeley College	Undeclared
5471	2022	Grace Hopper College	Undeclared
5472	2020	Benjamin Franklin College	Biomedical Engineering
5473	2021	Saybrook College	Undeclared
5474	2019	Silliman College	Women'sGender&SexualityStudies;
5475	2021	Saybrook College	Undeclared
5476	2020	Jonathan Edwards College	Ethnicity, Race & Migration
5477	2022	Davenport College	Undeclared
5478	2021	Berkeley College	Undeclared
5479	2020	Benjamin Franklin College	History
5480	2021	Pauli Murray College	Film and Media Studies
5481	2020	Jonathan Edwards College	Computer Science
5482	2019	Timothy Dwight College	Spanish
5483	2022	Trumbull College	Undeclared
5484	2020	Pierson College	Political Science
5485	2022	Grace Hopper College	Undeclared
5486	2021	Berkeley College	Ethnicity, Race & Migration
